timestamp,price,date
1744243200000,82622.17029546302,2025-04-10
1744329600000,79596.35732250768,2025-04-11
1744416000000,83439.28818043756,2025-04-12
1744502400000,85305.09728392666,2025-04-13
1744588800000,83600.82010054543,2025-04-14
1744675200000,84523.4524914945,2025-04-15
1744761600000,83656.49248858042,2025-04-16
1744848000000,84105.77942167096,2025-04-17
1744934400000,84930.90857600998,2025-04-18
1745020800000,84433.75017215389,2025-04-19
1745107200000,85126.66244301842,2025-04-20
1745193600000,85073.16544858096,2025-04-21
1745280000000,87452.04699068287,2025-04-22
1745366400000,93576.16588573981,2025-04-23
1745452800000,93605.45230873208,2025-04-24
1745539200000,93872.81422867288,2025-04-25
1745625600000,94773.11200643536,2025-04-26
1745712000000,94644.06637120107,2025-04-27
1745798400000,93809.33781968223,2025-04-28
1745884800000,95030.60645474444,2025-04-29
1745971200000,94256.35946318062,2025-04-30
1746057600000,94235.75331048167,2025-05-01
1746144000000,96426.94522273027,2025-05-02
1746230400000,96855.5681343944,2025-05-03
1746316800000,95922.86842404422,2025-05-04
1746403200000,94326.62048529249,2025-05-05
1746489600000,94758.8237105546,2025-05-06
1746576000000,96854.53198815876,2025-05-07
1746662400000,97026.49376966801,2025-05-08
1746748800000,103076.27555512934,2025-05-09
1746835200000,102962.54045692299,2025-05-10
1746921600000,104630.8792994166,2025-05-11
1747008000000,103994.061616746,2025-05-12
1747094400000,102876.8304286011,2025-05-13
1747180800000,104184.49039270742,2025-05-14
1747267200000,103594.42575090709,2025-05-15
1747353600000,103708.85136423641,2025-05-16
1747440000000,103556.03493982446,2025-05-17
1747526400000,103212.36483885496,2025-05-18
1747612800000,106030.6376831359,2025-05-19
1747699200000,105629.41580436694,2025-05-20
1747785600000,106786.71995834043,2025-05-21
1747872000000,109665.86371625263,2025-05-22
1747958400000,111560.356938144,2025-05-23
1748044800000,107216.66856870624,2025-05-24
1748131200000,107831.36374380375,2025-05-25
1748217600000,108861.81037744327,2025-05-26
1748304000000,109377.71513263129,2025-05-27
1748390400000,109068.45694901445,2025-05-28
1748476800000,107838.18431100152,2025-05-29
1748563200000,105745.41660358038,2025-05-30
1748649600000,104010.91956242644,2025-05-31
1748736000000,104687.50742934884,2025-06-01
1748822400000,105710.00593822816,2025-06-02
1748908800000,105884.74263221149,2025-06-03
1748995200000,105434.47745144971,2025-06-04
1749081600000,104812.9182188067,2025-06-05
1749168000000,101650.7387545425,2025-06-06
1749254400000,104409.74967959142,2025-06-07
1749340800000,105681.4546141758,2025-06-08
1749427200000,105692.24740699006,2025-06-09
1749513600000,110261.57485948496,2025-06-10
1749600000000,110212.73252109604,2025-06-11
1749686400000,108679.9760916168,2025-06-12
1749772800000,105979.22902375912,2025-06-13
1749859200000,106045.56440819203,2025-06-14
1749945600000,105482.90611628917,2025-06-15
1750032000000,105554.49383061715,2025-06-16
1750118400000,106951.2720181497,2025-06-17
1750204800000,104683.42479835715,2025-06-18
1750291200000,104722.695052907,2025-06-19
1750377600000,104690.65002458123,2025-06-20
1750464000000,103290.105144757,2025-06-21
1750550400000,101532.5683847329,2025-06-22
1750636800000,100852.58264648831,2025-06-23
1750723200000,105511.62437933135,2025-06-24
1750809600000,105976.06929808448,2025-06-25
1750896000000,107238.53045016268,2025-06-26
1750982400000,106984.01253775663,2025-06-27
1751068800000,107078.91560644074,2025-06-28
1751155200000,107331.58548463577,2025-06-29
1751241600000,108396.61631317894,2025-06-30
1751328000000,107132.79910701896,2025-07-01
1751414400000,105613.39974163055,2025-07-02
1751500800000,108824.44423167943,2025-07-03
1751587200000,109602.20483914016,2025-07-04
1751673600000,108040.8919400104,2025-07-05
1751760000000,108217.46849992426,2025-07-06
1751846400000,109215.19771840284,2025-07-07
1751932800000,108300.71675785031,2025-07-08
1752019200000,108953.19187727802,2025-07-09
1752105600000,111327.53054245669,2025-07-10
1752192000000,115879.65030112496,2025-07-11
1752278400000,117571.02510036016,2025-07-12
1752364800000,117418.95745007684,2025-07-13
1752451200000,119117.55666327637,2025-07-14
1752537600000,119833.67446712355,2025-07-15
1752624000000,117678.19493404306,2025-07-16
1752710400000,118748.1627367753,2025-07-17
1752796800000,119445.36520434043,2025-07-18
1752883200000,117988.94664455787,2025-07-19
1752969600000,117901.62655900871,2025-07-20
1753056000000,117256.9208222684,2025-07-21
1753142400000,117482.46977767294,2025-07-22
1753228800000,119955.79570607653,2025-07-23
1753315200000,118629.05588130427,2025-07-24
1753401600000,118354.43517438594,2025-07-25
1753488000000,117540.80837085741,2025-07-26
1753574400000,117959.54234360624,2025-07-27
1753660800000,119418.91405141471,2025-07-28
1753747200000,118003.30201607826,2025-07-29
1753833600000,117853.30892863822,2025-07-30
1753920000000,117833.24087995925,2025-07-31
1754006400000,115700.00243915782,2025-08-01
1754092800000,113234.6051343189,2025-08-02
1754179200000,112554.90232221723,2025-08-03
1754265600000,114199.10966460757,2025-08-04
1754352000000,115138.68613070177,2025-08-05
1754438400000,114128.35408881678,2025-08-06
1754524800000,115022.09576830892,2025-08-07
1754611200000,117463.47451085235,2025-08-08
1754697600000,116688.36663186055,2025-08-09
1754784000000,116510.08393213755,2025-08-10
1754870400000,119266.92516880555,2025-08-11
1754956800000,118773.79960860992,2025-08-12
1755043200000,120202.53485503166,2025-08-13
1755129600000,123560.99363577305,2025-08-14
1755216000000,118405.59579823953,2025-08-15
1755302400000,117339.79190213277,2025-08-16
1755388800000,117501.21653394958,2025-08-17
1755475200000,117542.83687778088,2025-08-18
1755561600000,116256.41276740946,2025-08-19
1755648000000,112778.34483555844,2025-08-20
1755734400000,114252.39755195397,2025-08-21
1755820800000,112414.39987336512,2025-08-22
1755907200000,116834.24948202295,2025-08-23
1755993600000,115359.98346714744,2025-08-24
1756080000000,113399.54847314971,2025-08-25
1756166400000,110185.35443900425,2025-08-26
1756252800000,111842.70999260596,2025-08-27
1756339200000,111216.08479629169,2025-08-28
1756425600000,112525.59740669793,2025-08-29
1756512000000,108480.30666639366,2025-08-30
1756598400000,108781.95727925687,2025-08-31
1756684800000,108253.36092385623,2025-09-01
1756771200000,109162.68557992298,2025-09-02
1756857600000,111190.18209845416,2025-09-03
1756944000000,111711.51977725117,2025-09-04
1757030400000,110724.736377486,2025-09-05
1757116800000,110662.18112628513,2025-09-06
1757203200000,110209.1888247784,2025-09-07
1757289600000,111131.9923868407,2025-09-08
1757376000000,112025.12878118771,2025-09-09
1757462400000,111547.43956434788,2025-09-10
1757548800000,113975.32489468766,2025-09-11
1757635200000,115503.16663193036,2025-09-12
1757721600000,116160.14344594491,2025-09-13
1757808000000,115970.58488443034,2025-09-14
1757894400000,115373.55555886829,2025-09-15
1757980800000,115397.25272727509,2025-09-16
1758067200000,116762.8496864193,2025-09-17
1758153600000,116455.94648225319,2025-09-18
1758240000000,117145.49508952006,2025-09-19
1758326400000,115655.81046441344,2025-09-20
1758412800000,115715.51536781774,2025-09-21
1758499200000,115304.47999407038,2025-09-22
1758585600000,112696.74101711863,2025-09-23
1758672000000,112022.16587861195,2025-09-24
1758758400000,113320.56908541008,2025-09-25
1758844800000,108963.53013595635,2025-09-26
1758931200000,109710.20874667744,2025-09-27
1759017600000,109654.81021075726,2025-09-28
1759104000000,112142.57362752674,2025-09-29
1759190400000,114309.15041119447,2025-09-30
1759276800000,114024.22783550054,2025-10-01
1759363200000,118503.24451752483,2025-10-02
1759449600000,120611.71911591051,2025-10-03
1759536000000,122250.15186842803,2025-10-04
1759622400000,122380.93708463266,2025-10-05
1759708800000,123506.18520027678,2025-10-06
1759795200000,124773.50823074432,2025-10-07
1759881600000,121518.75593575071,2025-10-08
1759968000000,123352.50487523204,2025-10-09
1760054400000,121698.03066778315,2025-10-10
1760140800000,113201.74064138904,2025-10-11
1760227200000,110853.11663883903,2025-10-12
1760313600000,115189.5714637257,2025-10-13
1760400000000,115222.28302116522,2025-10-14
1760486400000,113156.56943826913,2025-10-15
1760572800000,110708.66960879423,2025-10-16
1760659200000,108076.72862033188,2025-10-17
1760745600000,106443.61194984635,2025-10-18
1760832000000,107156.00337647724,2025-10-19
1760918400000,108621.134857428,2025-10-20
1761004800000,110608.5714932665,2025-10-21
1761091200000,108486.10262716639,2025-10-22
1761177600000,107618.4266715404,2025-10-23
1761264000000,110048.51827291629,2025-10-24
1761350400000,110997.80437129698,2025-10-25
1761436800000,111620.3093731354,2025-10-26
1761523200000,114476.01227508577,2025-10-27
1761609600000,114182.79442806762,2025-10-28
1761696000000,112950.34863259472,2025-10-29
1761782400000,110046.66925837283,2025-10-30
1761868800000,108240.76528725718,2025-10-31
1761955200000,109573.90555629115,2025-11-01
1762041600000,110014.13556776087,2025-11-02
1762128000000,110650.2092823146,2025-11-03
1762214400000,106521.08673825761,2025-11-04
1762300800000,101635.2740227234,2025-11-05
1762387200000,103877.95965955159,2025-11-06
1762473600000,101322.6402945857,2025-11-07
1762560000000,103396.084215925,2025-11-08
1762646400000,102290.13714655167,2025-11-09
1762732800000,104709.67861656273,2025-11-10
1762819200000,105909.07272321742,2025-11-11
1762905600000,102960.77564500563,2025-11-12
1762992000000,101521.70859453593,2025-11-13
1763078400000,99730.4533956204,2025-11-14
1763164800000,94456.39368235337,2025-11-15
1763251200000,95508.31019889197,2025-11-16
1763337600000,94411.32947182967,2025-11-17
1763424000000,92036.7255045672,2025-11-18
1763510400000,92819.75921500899,2025-11-19
1763596800000,91363.27838693369,2025-11-20
1763683200000,86649.97257918229,2025-11-21
1763769600000,85051.8019295002,2025-11-22
1763856000000,84682.62429147748,2025-11-23
1763942400000,86783.84766839583,2025-11-24
1764028800000,88229.35740719768,2025-11-25
1764115200000,87310.33159950442,2025-11-26
1764201600000,90474.22677969698,2025-11-27
